Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $0/Eth,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0xf1dd9a6c069e788a3ad347eff6638b60c695101a03ee1ba575af2f84ca29698f,160513,1638165016,2021-11-29 05:50:16,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000517263235,0.0000022408153698141,Validate Document,,,
0xda53adbe4366555ca8d61eac88deca1de1864b2df0e4d1bbe9adad7ada478e84,160514,1638165016,2021-11-29 05:50:16,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000001935751253,0.00000838579057307118,Set Shipping Agreement,,,
0x13965e57518a6e5358acb41691358146d8957751ceb080f1d4b1db4e4c822bd1,160515,1638165016,2021-11-29 05:50:16,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000315521723,0.00000136685903533938,Verify Goods,,,
0x12b09625506f5afce567c62105e3ea33d8cd66e05858a3996032a3ae995e460c,160516,1638165016,2021-11-29 05:50:16,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000361071723,0.00000156418436833938,Verify Goods,,,
0x635aa9d81cb5aa2c35d34e4aaefbb0e1968ec3f8a09505ed2904f993d4db0039,160517,1638165016,2021-11-29 05:50:16,0x209b153a796c1924b675e5cd9476384cd38e9387,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000400341723,0.00000173430436453938,Initiate Shipment,,,
0x5f776e3bccc0df357955f89ac656eba71b2f226fc245c89d822a125303940475,160518,1638165016,2021-11-29 05:50:16,0xe323b722518c16b903eb840d6ee00c504bfec25b,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000361551723,0.00000156626375713938,Verify Goods,,,
0x09281637bd81cd4b943262377efc6245868338253b64c9efb5c858389c0006ca,160519,1638165016,2021-11-29 05:50:16,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000339011723,0.00000146861912473938,Confirm Shipment,,,
0x1d935583b2bc8dd97829569885a1e4b6d171baa5fc8e5ab55dfc4e083c82bf79,160520,1638165016,2021-11-29 05:50:16,0x9049ce69906d3cd891556810c39f09ea921fc087,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000001159473651,0.00000502290942455106,Set Payment Agreement,,,
0xb4796f18534685794de51706ce6d73c62c648b8884d4dbcc73a59e2c8dde47d6,160523,1638165016,2021-11-29 05:50:16,0x9049ce69906d3cd891556810c39f09ea921fc087,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000361631597,0.00000156660977609982,Initiate Payment,,,
0x7643f5734abc81697aaaea4073bc69e2707278840c5ea10ae03f6a045bd344fc,160524,1638165016,2021-11-29 05:50:16,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000339571723,0.00000147104507833938,Processpayment,,,
0xff16ab2858a909ccdf95b677803bd34b6c58a7d1fd3683b089164bb3ca2d042c,160525,1638165016,2021-11-29 05:50:16,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x8bdf11c73d519ff258865b9b9044a8b027dc9e4e,,0,0,4332.06,0.000000000370401597,0.00000160460194229982,Payment Received,,,
