Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(ETH),Value_OUT(ETH),CurrentValue @ $0/Eth,TxnFee(ETH),TxnFee(USD),Method,Status,ErrCode,
0x69a58827f697d04cc7b1a4743932ff26cbbc3408a9c8c00fc74477171fe4995d,157424,1638099364,2021-11-28 11:36:04,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000517263235,0.00000211983267177995,Validate Document,,,
0x697eadd7edbdecdb7e6ad0cea5a1da1cd3c550fb3e7427bad3ce1a46ca81e3f4,157425,1638099364,2021-11-28 11:36:04,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000001935751253,0.00000793303771250701,Set Shipping Agreement,,,
0xe32a5ee40d5dd33913de3ff0eda804fec1cb23503604ee71532d3d8da3a94c8f,157426,1638099364,2021-11-28 11:36:04,0x00b73d5f916c2f010e391d0ea39b8ed95dc8d9a6,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000315521723,0.00000129306165954691,Verify Goods,,,
0xcb45e23d25e54fdb72d440dacf63ce945d56316e22d4d215857bdc322886b8d6,157427,1638099364,2021-11-28 11:36:04,0x413209e0c7b8bede4d6a510a8282fd7e92811eee,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000361071723,0.00000147973330304691,Verify Goods,,,
0x11433d6a2d1b4c3ec3ddf982abc74f4d7758813b818fd29cb94ef0d893a35de3,157428,1638099364,2021-11-28 11:36:04,0x209b153a796c1924b675e5cd9476384cd38e9387,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000400341723,0.00000164066843894691,Initiate Shipment,,,
0xf60d588ff2e03766a5570e8ee920d2ba606e90e4a66f3e17e263c19e49fa1e61,157430,1638099364,2021-11-28 11:36:04,0xe323b722518c16b903eb840d6ee00c504bfec25b,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000361551723,0.00000148170042464691,Verify Goods,,,
0xcd386368813843a2728dfbde5d4eb07220c787d101deb32b60ea41ff5dea0d51,157431,1638099364,2021-11-28 11:36:04,0xb48b8d4a342054be5bf03981fd36358bf4e2bd29,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000339011723,0.00000138932767284691,Confirm Shipment,,,
0x8f0148617d41a0453a5d860036ff0a253fca60236638a33e7e5285c2e6c5c325,157432,1638099364,2021-11-28 11:36:04,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000001159473651,0.00000475172013231867,Set Payment Agreement,,,
0xc29261a9c6b16398fd2a80da9d921ba606ebfecd96e802ebce9ca23ff37f2efd,157433,1638099364,2021-11-28 11:36:04,0x9049ce69906d3cd891556810c39f09ea921fc087,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000361631597,0.00000148202776187749,Initiate Payment,,,
0xf9d75ee0abc3f63cbd47bc806f5f4e0b1e40725c11204f55c53fa824d2fd1922,157434,1638099364,2021-11-28 11:36:04,0x1131e2a8ab95fb76ddea099b7ba4532e2105ae25,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000339571723,0.00000139162264804691,Processpayment,,,
0xdbb88a8e8f60e980aae474e8b3fd8b59eb1f0b1b89ef99957e555c9ba1838e94,157435,1638099364,2021-11-28 11:36:04,0xd14960983333af76a1a5d02221ae6a71dd6ab1cd,0x4246df04b272b1f37a14b1db83647e4670111c17,,0,0,4098.17,0.000000000370401597,0.00000151796871277749,Payment Received,,,
